,t1 Time,t1 Price,t2 Time,t2 Price,t3 Time,t3 Price,Move Time,Retrace Time,Move Vol,Retrace Vol,Move BPs,Retrace BPs,Retrace %
1,2014-03-07 21:27:00,79.203,2014-03-08 00:57:00,79.389,2014-03-10 11:52:00,79.282,210,525,0.0612,0.0252,18.69,-10.76,57.57%
